ISBN,Title,FirstDate,LastDate
61713783,"LOVERS AT THE CHAMELEON CLUB , PARIS 1932",5/11/2014,Not Found
385341962,UNDONE,8/2/2009,Not Found
765330539,A DOG&#39;S JOURNEY,5/27/2012,6/3/2012
525953000,AT THE EDGE OF THE ORCHARD,4/3/2016,4/10/2016
1250045428,ALL THE OLD KNIVES,3/29/2015,Not Found
618758283,TO END ALL WARS,6/5/2011,Not Found
61629758,DEATH ECHO,6/27/2010,Not Found
1627790837,ONE MAN AGAINST THE WORLD,7/5/2015,4/10/2016
1594489963,ACEDIA AND ME,10/5/2008,Not Found
307266109,IMPERIAL BEDROOMS,7/4/2010,Not Found
1568583982,REPUBLICAN GOMORRAH,9/27/2009,Not Found
62000675,SOMEWHERE INSIDE,6/6/2010,Not Found
399167641,THE LADY FROM ZAGREB,4/26/2015,Not Found
62083422,HUSH HUSH,3/15/2015,Not Found
307453375,THE QUANTS,2/21/2010,4/10/2016
670025364,THE NIXON DEFENSE,8/17/2014,4/10/2016
758258577,YOU DON&#39;T WANT TO KNOW,8/26/2012,9/2/2012
316182311,THE VIOLINIST&#39;S THUMB,8/12/2012,Not Found
1594202958,A FIRST-RATE MADNESS,8/28/2011,4/10/2016
399159207,THE LAST DARK,11/3/2013,Not Found
385535988,LITTLE GREEN,6/2/2013,Not Found
385348452,THE ACCIDENT,3/30/2014,Not Found
1400067731,JOKER ONE,3/29/2009,4/10/2016
345510623,DORCHESTER TERRACE,4/22/2012,Not Found
1439165351,MIDNIGHT AND THE MEANING OF LOVE,5/1/2011,Not Found
62065130,THE NOTES,5/29/2011,Not Found
312367996,SILENT THUNDER,7/27/2008,Not Found
307381285,THE TROUBLE WITH BOYS,9/28/2008,4/10/2016
1594204799,BLUE HORSES,11/2/2014,Not Found
1594203210,ALL THERE IS,2/26/2012,4/10/2016
670024872,WHY PRIESTS?,3/3/2013,4/10/2016
61864153,BON JOVI,11/22/2009,Not Found
425263193,DAY SHIFT,5/24/2015,Not Found
446584975,LIFE ITSELF,10/2/2011,Not Found
1400043042,THE QUEEN MOTHER,11/15/2009,Not Found
1616203048,DESCENT,2/22/2015,Not Found
670022756,THE BEGINNING OF INFINITY,9/4/2011,Not Found
307382338,LADY BLUE EYES,6/19/2011,4/10/2016
1565129598,HARD WORK,11/29/2009,4/10/2016
60899182,READ MY PINS,10/25/2009,Not Found
1476748381,ONCE IN A GREAT CITY,10/4/2015,4/10/2016
307887863,I&#39;D LIKE TO APOLOGIZE TO EVERY TEACHER I EVER HAD,9/30/2012,4/10/2016
547134665,HOUSE OF STONE,3/18/2012,4/10/2016
1594203059,CIVILIZATION,11/20/2011,Not Found
62105620,MAYA&#39;S NOTEBOOK,5/12/2013,5/19/2013
765316994,REDSHIRTS,6/24/2012,Not Found
765322722,THE WINDS OF DUNE,8/23/2009,Not Found
1594202311,BORN ROUND,9/13/2009,Not Found
307596885,DEAR LIFE,12/2/2012,12/23/2012
1476794707,LIFE IS SHORT (NO PUN INTENDED),6/14/2015,4/10/2016
525952241,TURN RIGHT AT MACHU PICCHU,8/28/2011,Not Found
399158499,GONE,9/23/2012,9/30/2012
393088774,END THIS DEPRESSION NOW!,5/20/2012,4/10/2016
312365748,BACK OF BEYOND,8/21/2011,Not Found
080509590X,HOW ABOUT NEVER -- IS NEVER GOOD FOR YOU?,4/13/2014,Not Found
61656003,EVERYTHING TO LOSE,5/11/2014,Not Found
61143448,DON&#39;T LOOK TWICE,3/22/2009,3/29/2009
61930210,THE RULE OF NINE,6/20/2010,Not Found
374202397,A MANUAL FOR CLEANING WOMEN,9/6/2015,9/13/2015
159420182X,LORDS OF FINANCE,3/8/2009,4/10/2016
679456805,AMERICA AMERICA,7/13/2008,7/27/2008
312548176,"THE FALL OF THE GOVERNOR, PART 1",10/27/2013,Not Found
1439107971,SCARLET NIGHTS,8/22/2010,Not Found
385524382,SWAY,6/22/2008,Not Found
61766143,RED AND ME,5/24/2009,4/10/2016
670022527,ONE OF OUR THURSDAYS IS MISSING,3/27/2011,Not Found
1627792104,THE ASSASSINATION OF MARGARET THATCHER,10/26/2014,Not Found
1101946199,THE COURT AND THE WORLD,10/4/2015,Not Found
1616203218,THE STORIED LIFE OF A. J. FIKRY,5/4/2014,5/18/2014
307588149,THE COMPANY WE KEEP,3/27/2011,Not Found
385540353,THE HEART GOES LAST,10/18/2015,Not Found
039915809X,A DEVIL IS WAITING,1/22/2012,Not Found
61998575,ALI IN WONDERLAND,2/26/2012,4/10/2016
446564508,ROBERT LUDLUM&#39;S THE JANSON COMMAND,3/4/2012,3/18/2012
1455554596,BLACKOUT,7/19/2015,4/10/2016
399155708,INTERVENTION,8/30/2009,Not Found
914671170,MY STRUGGLE: BOOK FOUR,5/17/2015,Not Found
553391690,DASHING THROUGH THE SNOW,10/25/2015,11/1/2015
1451613512,THE UNTOLD HISTORY OF THE UNITED STATES,12/2/2012,4/10/2016
1599951614,BEYOND BELIEF,11/9/2008,Not Found
316247162,THE BEATLES LYRICS,12/21/2014,Not Found
62225065,NOT MY FATHER&#39;S SON,10/26/2014,4/10/2016
385341954,FRACTURED,8/17/2008,Not Found
1455527114,17 CARNATIONS,3/29/2015,4/10/2016
812992792,THE ORPHAN MASTER&#39;S SON,2/19/2012,2/26/2012
805094202,A CRUEL AND SHOCKING ACT,11/17/2013,Not Found
316379646,YOU ARE HERE,11/9/2014,4/10/2016
385347375,DATACLYSM,9/28/2014,4/10/2016
61986836,THE BEST KIND OF DIFFERENT,4/18/2010,Not Found
451230183,CHORDS OF STRENGTH,6/20/2010,Not Found
031236847X,SWEETHEART,9/21/2008,9/28/2008
871404389,WORDS WITHOUT MUSIC,4/26/2015,Not Found
385523998,LETHAL LEGACY,3/8/2009,Not Found
1439149089,ZOMBIE SPACESHIP WASTELAND,1/23/2011,4/10/2016
1476793743,PALACE OF TREASON,6/21/2015,Not Found
547819234,IN SUNLIGHT AND IN SHADOW,10/21/2012,10/28/2012
374173958,THE HYPNOTIST,7/17/2011,7/31/2011
006078234X,LADIES OF LIBERTY,6/8/2008,4/10/2016
1476716560,ALL THE SINGLE LADIES,3/20/2016,4/10/2016
61233781,BLOODY CRIMES,10/17/2010,4/10/2016
62291408,RIPPER,2/16/2014,2/23/2014
805093699,PITY THE BILLIONAIRE,1/29/2012,Not Found
1439158908,MAMA DEAREST,10/11/2009,Not Found
345528670,THE AVIATOR&#39;S WIFE,2/3/2013,2/24/2013
1439156379,XO,7/1/2012,Not Found
62267558,CODE NAME: JOHNNY WALKER,3/2/2014,Not Found
525950605,THE STEEL WAVE,6/8/2008,Not Found
1451642326,NEW NEW DEAL,9/2/2012,4/10/2016
316066214,AFTER THE FIRE,9/14/2008,Not Found
446574627,THE FAMILY CORLEONE,5/27/2012,6/10/2012
006229766X,DANCE OF THE BONES,9/27/2015,Not Found
399162364,THE GOLEM OF HOLLYWOOD,10/5/2014,Not Found
1419702203,GEORGE HARRISON,10/16/2011,Not Found
1594631743,LAFAYETTE IN THE SOMEWHAT UNITED STATES,11/8/2015,Not Found
345505336,HOTEL ON THE CORNER OF BITTER AND SWEET,4/5/2009,4/12/2009
1250017645,JACQUELINE BOUVIER KENNEDY ONASSIS,11/16/2014,Not Found
307717720,OPERATION FAMILY SECRETS,4/3/2011,Not Found
399155058,KILLER VIEW,8/3/2008,Not Found
145166737X,SKINNYDIPPING,5/20/2012,Not Found
1250007038,SWEET SALT AIR,7/7/2013,Not Found
031258749X,THE LAST SURGEON,3/7/2010,3/14/2010
441020372,THE LOST FLEET. BEYOND THE FRONTIER: DREADNAUGHT,5/15/2011,Not Found
1599951355,PRICELESS MEMORIES,5/3/2009,4/10/2016
425234355,UNDEAD AND UNFINISHED,7/25/2010,Not Found
039915678X,AGAINST ALL THINGS ENDING,11/7/2010,Not Found
61714372,MUSTAINE,8/22/2010,4/10/2016
1455599492,YOU SHOULD HAVE KNOWN,4/6/2014,Not Found
62272853,RUMSFELD&#39;S RULES,6/2/2013,4/10/2016
143918948X,HODA,11/7/2010,4/10/2016
525952837,THIRTEEN,8/12/2012,Not Found
307957942,DICTATOR,1/31/2016,Not Found
765376474,A GATHERING OF SHADOWS,3/13/2016,Not Found
385501129,THE PARTICULAR SADNESS OF LEMON CAKE,6/20/2010,7/25/2010
465014917,THE DEATH AND LIFE OF THE GREAT AMERICAN SCHOOL SYSTEM,4/11/2010,4/10/2016
307599469,SEATING ARRANGEMENTS,7/1/2012,7/22/2012
141659857X,FOOL&#39;S GOLD,5/31/2009,Not Found
1451646070,THE CENTER HOLDS,6/23/2013,Not Found
345540700,THE HIGH DRUID&#39;S BLADE,7/27/2014,Not Found
547318359,NEMESIS,10/31/2010,Not Found
1476709157,THE OPHELIA CUT,5/26/2013,Not Found
61804193,THE COVE,4/29/2012,Not Found
61468363,RIDES A DREAD LEGION,4/19/2009,Not Found
312368488,EVIL AT HEART,9/20/2009,Not Found
525951784,WAKING THE WITCH,8/15/2010,Not Found
670019070,BAD MONEY,10/19/2008,Not Found
525950575,RESURRECTING MIDNIGHT,9/13/2009,Not Found
62015680,PROOF OF GUILT,2/17/2013,Not Found
1455585661,THE GREAT WAR OF OUR TIME,5/31/2015,Not Found
765321874,HELL&#39;S FOUNDATIONS QUIVER,11/1/2015,Not Found
1416550771,ARTHAS,5/10/2009,Not Found
039915650X,I&#39;LL MATURE WHEN I&#39;M DEAD,5/23/2010,Not Found
1476709181,THE KEEPER,5/25/2014,Not Found
385514301,THE GOLDEN CITY,9/27/2009,Not Found
042527067X,MAGIC SHIFTS,8/23/2015,Not Found
312559119,THOUGH NOT DEAD,2/20/2011,Not Found
1400068282,DECIDING THE NEXT DECIDER,12/21/2008,4/10/2016
61990019,TIGER&#39;S CLAW,9/23/2012,Not Found
805087494,BRIGHT-SIDED,11/8/2009,Not Found
805082964,BREACH OF TRUST,9/29/2013,Not Found
1250020107,SHADOW PLAY,10/18/2015,Not Found
375425136,THE COMFORTS OF A MUDDY SATURDAY,10/12/2008,10/19/2008
1250032350,CAVENDON HALL,4/20/2014,Not Found
1455504416,SHAQ UNCUT,12/4/2011,Not Found
1414336063,THE BOY WHO CAME BACK FROM HEAVEN,9/12/2010,Not Found
399174338,NEVER BROKEN,10/4/2015,4/10/2016
385352875,THE WATER KNIFE,6/14/2015,6/21/2015
767929829,EVERY DAY IN TUSCANY,3/28/2010,4/10/2016
160320072X,Time PRESIDENT OBAMA,12/28/2008,4/10/2016
62237187,HUNTING SHADOWS,2/9/2014,Not Found
1416936017,IT SUCKED AND THEN I CRIED,4/12/2009,Not Found
446546313,OOGY,10/31/2010,4/10/2016
525952330,IT GETS BETTER,4/10/2011,Not Found
61236217,EXECUTIVE PRIVILEGE,6/8/2008,Not Found
60574887,AMERICA&#39;S PROPHET,12/13/2009,Not Found
61876895,ELECTRIC BARRACUDA,2/13/2011,Not Found
805091416,WASHINGTON RULES,9/26/2010,Not Found
718042220,WHERE I AM,10/25/2015,4/10/2016
076538308X,WARHEART,12/6/2015,Not Found
374180652,JUSTICE,11/1/2009,Not Found
052595256X,THE HUNTER,1/22/2012,Not Found
312591829,ANOTHER PIECE OF MY HEART,4/1/2012,Not Found
193636574X,A HOLOGRAM FOR THE KING,7/8/2012,8/12/2012
670026719,THE VATICAN DIARIES,3/17/2013,4/10/2016
1451665164,A FISTFUL OF COLLARS,9/30/2012,Not Found
1451645759,TAMARACK COUNTY,9/8/2013,Not Found
1594202168,NOT BECOMING MY MOTHER,5/10/2009,4/10/2016
1451649916,MACRIEVE,7/21/2013,Not Found
1439152780,THE DISTANT HOURS,11/28/2010,12/5/2010
345532740,"SOMEDAY, SOMEDAY, MAYBE",5/19/2013,Not Found
61432717,GATOR A-GO-GO,2/14/2010,Not Found
399157662,D.C. DEAD,1/15/2012,1/22/2012
446579483,I DRINK FOR A REASON,9/20/2009,Not Found
312303785,MAYBE THIS TIME,9/19/2010,Not Found
525951849,THE TEMPLAR SALVATION,11/7/2010,11/14/2010
778325776,JUST BREATHE,9/14/2008,9/28/2008
1594201757,AHEAD OF THE CURVE,9/7/2008,Not Found
1476724024,VERTIGO 42,6/22/2014,Not Found
159514210X,INFLUENCE,11/16/2008,Not Found
067002645X,A SERPENT&#39;S TOOTH,6/23/2013,Not Found
345523253,IMPERFECT,4/29/2012,4/10/2016
61118184,NEW PARADIGM FOR FINANCIAL MARKETS,6/8/2008,4/10/2016
045146527X,VISION IN SILVER,3/22/2015,Not Found
1401322557,PERFECTION,6/28/2009,4/10/2016
1439107947,DAYS OF GOLD,1/17/2010,Not Found
1600781632,THE RISE OF BARACK OBAMA,11/23/2008,4/10/2016
1620402807,THE KENNEDY HALF-CENTURY,11/3/2013,Not Found
765323966,HALO: CRYPTUM,1/23/2011,Not Found
316373729,SIX AMENDMENTS,5/11/2014,Not Found
60884592,THE MAN WHO LOVED CHINA,8/10/2008,Not Found
385528078,ZONE ONE,11/6/2011,11/13/2011
446579823,SUPREME COURTSHIP,9/28/2008,Not Found
307907333,THE UNCOMMON APPEAL OF CLOUDS,11/11/2012,Not Found
038552384X,MONEY AND POWER,5/1/2011,4/10/2016
1250020085,YOUR NEXT BREATH,5/17/2015,Not Found
1401322859,THE MIGHTY QUEENS OF FREEVILLE,2/22/2009,Not Found
679403930,BLOOD&#39;S A ROVER,10/11/2009,Not Found
1250027934,CORRUPTED,11/15/2015,Not Found
425265005,SHIFTING SHADOWS,9/21/2014,Not Found
812989058,SISI,4/3/2016,Not Found
812997530,HAUSFRAU,4/5/2015,Not Found
553392980,BETTER,10/18/2015,Not Found
62296310,DRINKING AND DATING,3/2/2014,4/10/2016
1416593403,THE SPELLMANS STRIKE AGAIN,4/4/2010,Not Found
374172072,HOLY COW,3/1/2015,Not Found
307956997,PERFIDIA,9/28/2014,Not Found
618683356,BEAUTIFUL BOY,6/15/2008,4/10/2016
006222543X,RECONSTRUCTING AMELIA,4/21/2013,4/28/2013
1594205450,GREAT DEGENERATION,7/7/2013,4/10/2016
399160396,"IT&#39;S THE MIDDLE CLASS, STUPID!",7/29/2012,Not Found
525952047,THE SOURCE FIELD INVESTIGATIONS,9/11/2011,4/10/2016
525955062,THE GRATITUDE DIARIES,9/6/2015,Not Found
1455547387,SOMERSET,2/23/2014,3/2/2014
307383296,A CHAMPION&#39;S MIND,6/29/2008,4/10/2016
385515049,THE APPEAL,6/8/2008,6/29/2008
1451693664,THE TRAIN TO CRYSTAL CITY,2/8/2015,Not Found
399155260,DEVIL&#39;S BROOD,10/26/2008,Not Found
1451638450,CAPTAIN VORPATRIL&#39;S ALLIANCE,11/25/2012,Not Found
307594963,NATURAL BORN HEROES,5/3/2015,4/10/2016
1591846706,THE DEATH OF MONEY,4/27/2014,Not Found
451240197,POSSESSION,10/20/2013,Not Found
385527934,BAD MOTHER,5/24/2009,Not Found
1439159661,DEEP KISS OF WINTER,11/1/2009,Not Found
61246247,THE LAUGHTER OF DEAD KINGS,9/14/2008,Not Found
1426205031,NATIONAL GEOGRAPHIC IMAGE COLLECTION,12/20/2009,Not Found
316253014,AN ASTRONAUT&#39;S GUIDE TO LIFE ON EARTH,11/17/2013,4/10/2016
61147761,WE ARE SOLDIERS STILL,9/14/2008,4/10/2016
030738246X,THE BLACK COUNT,10/7/2012,Not Found
765304961,ENDER IN EXILE,11/30/2008,12/7/2008
451463153,SHALADOR&#39;S LADY,3/21/2010,Not Found
61970689,THE TRILLION-DOLLAR CONSPIRACY,7/18/2010,Not Found
778315339,THE RETURNED,9/15/2013,9/22/2013
1594487510,IMPERFECT BIRDS,4/25/2010,5/2/2010
1400066026,THE SPIES OF WARSAW,6/22/2008,7/6/2008
307959929,THE SUPREMES AT EARL&#39;S ALL-YOU-CAN-EAT,3/31/2013,Not Found
1476706174,BREAKTHROUGH,7/21/2013,Not Found
1476767319,THE ROSIE EFFECT,1/18/2015,Not Found
425247562,TANGLE OF NEED,6/17/2012,Not Found
62387391,THE KEEPER,12/28/2014,Not Found
385524986,NOT MY DAUGHTER,1/24/2010,1/31/2010
62078224,JERRY LEE LEWIS,11/16/2014,Not Found
1439183317,THE MEMORY PALACE,1/30/2011,4/10/2016
786965118,NIGHT OF THE HUNTER,3/30/2014,4/6/2014
758227175,SOUTHERN COMFORT,5/15/2011,Not Found
758229631,CLORIS,4/26/2009,Not Found
1400067243,LUCKY US,8/17/2014,8/24/2014
385506252,SLAVERY BY ANOTHER NAME,7/13/2008,Not Found
393075966,FREEFALL,2/7/2010,4/10/2016
62220500,THE CARE AND MANAGEMENT OF LIES,7/20/2014,Not Found
385344015,I AM HALF-SICK OF SHADOWS,11/20/2011,Not Found
525953884,TERMINAL CITY,7/6/2014,Not Found
62385321,WHEN TO ROB A BANK,5/24/2015,4/10/2016
553807080,HISS OF DEATH,5/1/2011,Not Found
1476706123,RED SPARROW,6/23/2013,Not Found
385532350,DEXTER IS DELICIOUS,9/26/2010,10/3/2010
345511425,CRUCIBLE,7/28/2013,Not Found
345511530,STAR WARS: DARK DISCIPLE,7/26/2015,Not Found
1594202176,THE SELECTED WORKS OF T.S. SPIVET,5/31/2009,Not Found
786965754,ARCHMAGE,9/20/2015,Not Found
1451627696,AVA GARDNER,7/21/2013,4/10/2016
670026603,ME BEFORE YOU,1/27/2013,Not Found
312643403,WILLIAM AND CATHERINE,6/5/2011,Not Found
1596980990,LIFE AFTER DEATH,11/22/2009,Not Found
765322749,MENTATS OF DUNE,3/30/2014,Not Found
1401324908,STORM FRONT,6/9/2013,Not Found
307271560,MY FATHER&#39;S TEARS AND OTHER STORIES,6/21/2009,Not Found
1455599875,THE LIGHT OF THE WORLD,5/10/2015,4/10/2016
756408792,MIRROR SIGHT,5/25/2014,Not Found
1401323146,SUTTON,10/14/2012,Not Found
670023329,ESCAPE FROM CAMP 14,4/22/2012,4/10/2016
1620408902,CHASING THE SCREAM,2/22/2015,4/10/2016
865476810,THE PAIN CHRONICLES,9/19/2010,Not Found
006196963X,THE FORT,10/17/2010,Not Found
1451692668,MY FOOT IS TOO BIG FOR THE GLASS SLIPPER,5/5/2013,Not Found
1439172773,RAINWATER,11/22/2009,Not Found
547719280,THE ARSENAL OF DEMOCRACY,7/6/2014,Not Found
307408647,THE DEVIL WE KNOW,10/19/2008,Not Found
076533271X,FALLEN MASTERS,10/7/2012,Not Found
345548515,STAKED,2/14/2016,Not Found
62381644,THE BONE LABYRINTH,1/3/2016,Not Found
006114665X,THE SLEEPWALKERS,6/2/2013,Not Found
670026107,MISS JULIA STIRS UP TROUBLE,4/28/2013,Not Found
765326396,HITMAN,5/15/2011,4/10/2016
393041654,THE GARDEN OF LAST DAYS,6/22/2008,Not Found
399165266,ROBERT B. PARKER&#39;S BULL RIVER,1/26/2014,Not Found
812993292,THE UNLIKELY PILGRIMAGE OF HAROLD FRY,8/19/2012,Not Found
1451666101,THE PEOPLE&#39;S MONEY,3/25/2012,Not Found
1595554572,Dec-41,1/22/2012,Not Found
307265730,UNACCUSTOMED EARTH,6/8/2008,1/4/2009
547152574,JANE FONDA,9/18/2011,Not Found
307587827,PILGRIM&#39;S WILDERNESS,8/11/2013,Not Found
1416565116,NIGHT OF THUNDER,10/12/2008,10/19/2008
345511441,STAR WARS: LORDS OF THE SITH,5/17/2015,Not Found
1451640943,"NO, THEY CAN&#39;T",4/29/2012,4/10/2016
1603201777,56 (JOE DIMAGGIO AND THE LAST MAGIC NUMBER IN SPORTS),4/3/2011,Not Found
1455578525,COINED,3/29/2015,Not Found
61474622,YOUR GOVERNMENT FAILED YOU,6/15/2008,Not Found
1565125967,A RELIABLE WIFE,5/10/2009,Not Found
61582565,THE MACHINE,10/4/2009,Not Found
1416567445,WILD BILL DONOVAN,3/6/2011,4/10/2016
385522312,MUNSON,7/26/2009,Not Found
1476785058,WHAT COMES NEXT AND HOW TO LIKE IT,4/12/2015,Not Found
61125350,WITH WINGS LIKE EAGLES,2/1/2009,Not Found
1416964053,MY CUSTOM VAN,8/3/2008,Not Found
62270184,MURDER 101,9/21/2014,Not Found
525951776,THE LAST LIE,9/5/2010,Not Found
1476789932,SABAN,8/23/2015,Not Found
670026611,THE GIRL YOU LEFT BEHIND,9/8/2013,Not Found
1455563110,THE TIME OF OUR LIVES,11/22/2015,4/10/2016
312587538,OATH OF OFFICE,3/4/2012,Not Found
1476743827,MEN IN GREEN,4/26/2015,4/10/2016
1599953544,FORBIDDEN,10/2/2011,Not Found
525952365,ONE LAST THING BEFORE I GO,9/9/2012,Not Found
1476776296,THE BEST TEAM MONEY CAN BUY,8/2/2015,4/10/2016
1439102112,THE FACEBOOK EFFECT,6/27/2010,Not Found
62220756,ALL YOU COULD ASK FOR,4/21/2013,Not Found
1439183813,A LOVE THAT MULTIPLIES,7/24/2011,4/10/2016
006196140X,DEAR CARY,10/16/2011,Not Found
374298688,MONSTERS,11/24/2013,Not Found
307952525,WHILE AMERICA SLEEPS,3/11/2012,Not Found
374203032,WHAT MONEY CAN&#39;T BUY,5/13/2012,Not Found
1605292796,RUN!,3/20/2011,Not Found
805095535,WINTER JOURNAL,9/9/2012,Not Found
553446657,GOING OFF SCRIPT,4/26/2015,Not Found
60548959,AFTER ALICE,11/15/2015,1/17/2016
544274156,THE NIXON TAPES,8/17/2014,Not Found
399156453,NOWHERE TO RUN,4/25/2010,Not Found
451233174,JENERATION X,5/20/2012,Not Found
307267105,GOOD STUFF,5/22/2011,Not Found
1439164630,LEFT NEGLECTED,1/30/2011,2/20/2011
800721896,NOWHERE BUT UP,10/7/2012,Not Found
1455527084,PASTRIX,9/29/2013,Not Found
374227357,POLITICAL ORDER AND POLITICAL DECAY,10/19/2014,Not Found
61128899,LIFE SENTENCES,4/5/2009,Not Found
1455518735,SONS OF WICHITA,6/8/2014,Not Found
399158839,THE RISK AGENT,7/8/2012,Not Found
393058468,THE ANGLO FILES,9/14/2008,Not Found
145160663X,IT&#39;S SO EASY,10/23/2011,4/10/2016
1401341764,HAPPY ACCIDENTS,10/9/2011,Not Found
385538499,THE WINTER PEOPLE,3/2/2014,3/9/2014
61962236,CYBER WAR,5/9/2010,Not Found
1250042968,BORN OF FURY,7/20/2014,Not Found
60829850,BLUE SMOKE AND MURDER,6/15/2008,Not Found
1608871169,JOHN WAYNE,6/30/2013,4/10/2016
1590514882,AT THE EXISTENTIALIST CAFE,3/20/2016,Not Found
544002695,BIG DATA,3/31/2013,Not Found
399173544,BUT ENOUGH ABOUT ME,12/6/2015,Not Found
1439170282,MOBBED,4/24/2011,Not Found
544279336,PEDRO,5/24/2015,Not Found
038551638X,A DARK MATTER,2/28/2010,Not Found
553807064,SANTA CLAWED,11/23/2008,Not Found
1426214669,ANDY WARHOL WAS A HOARDER,3/6/2016,Not Found
345548485,SHATTERED,7/6/2014,Not Found
553804693,THE REPUBLIC OF THIEVES,10/27/2013,Not Found
770437540,LEAGUE OF DENIAL,10/27/2013,Not Found
1101907290,WRITING MY WRONGS,3/27/2016,4/10/2016
399159029,PRAGUE FATALE,5/6/2012,Not Found
525952101,KING&#39;S CROSS,3/13/2011,Not Found
1594630933,THE FIRST 20 MINUTES,6/3/2012,Not Found
62116290,CLOUDS OF GLORY,6/1/2014,4/10/2016
61672475,ALEX AND ME,11/30/2008,4/10/2016
345511255,SCOUNDRELS,8/7/2011,Not Found
1596987944,SECRET WEAPON,2/5/2012,Not Found
385536399,REAGAN,5/31/2015,Not Found
1439138311,BROOKLYN,5/24/2009,5/31/2009
374158355,FRAGMENTS,10/31/2010,Not Found
345544854,STAR WARS: HEIR TO THE JEDI,3/22/2015,Not Found
1400063515,THE BLACK SWAN,11/9/2008,4/10/2016
159420571X,EVERYTHING I NEVER TOLD YOU,12/7/2014,2/22/2015
1594633029,THE CHURCHILL FACTOR,12/7/2014,Not Found
670023515,AS THE CROW FLIES,6/3/2012,Not Found
1250041104,UNDER FIRE,9/22/2013,4/10/2016
375414495,CUTTING FOR STONE,3/8/2009,Not Found
312368038,STORM CYCLE,8/9/2009,Not Found
1400068606,COMEBACK AMERICA,2/7/2010,Not Found
006233381X,ASHLEY&#39;S WAR,5/10/2015,4/10/2016
1101874457,FOR LOVE OF COUNTRY,11/30/2014,Not Found
446563374,WITHOUT A WORD,10/3/2010,Not Found
1618689517,THE MAYOR,10/19/2014,Not Found
1476727392,THE EXPLORERS GUILD,11/8/2015,Not Found
446539724,HITMAN,10/26/2008,Not Found
1401324290,UNTIL TUESDAY,5/22/2011,4/10/2016
006165597X,15 SECONDS,7/29/2012,Not Found
385532415,THE MAN WHO SAVED THE UNION,10/21/2012,4/10/2016
1401322816,WHAT AMERICANS REALLY WANT...REALLY,10/11/2009,Not Found
812995368,BEING NIXON,7/12/2015,4/10/2016
1400069297,BLOOD AND BEAUTY,8/18/2013,Not Found
679644318,THE THINGS THAT MATTER,11/4/2012,Not Found
1439192367,BRILLIANT BLUNDERS,9/22/2013,4/10/2016
62083392,AFTER I&#39;M GONE,3/2/2014,3/9/2014
1594489505,A THOUSAND SPLENDID SUNS,8/3/2008,Not Found
446575968,THE TWELFTH INSIGHT,3/6/2011,Not Found
62009621,DARK PRINCE,3/27/2011,Not Found
345500717,THE NECKLACE,9/28/2008,4/10/2016
399156658,THIS IS NOT THE STORY YOU THINK IT IS...,4/25/2010,Not Found
316008230,THE HORSE BOY,5/3/2009,4/10/2016
1594033773,THE GRAND JIHAD,6/20/2010,Not Found
316118087,THE AGE OF THE UNTHINKABLE,4/19/2009,4/10/2016
758258585,TELL ME,7/14/2013,Not Found
670015784,THE SPIRIT OF STEAMBOAT,11/3/2013,Not Found
60781009,FOR THE THRILL OF IT,9/14/2008,Not Found
073821356X,29 GIFTS,11/15/2009,Not Found
1439134324,THE HOT GATE,5/22/2011,Not Found
1250044634,BLACK MAN IN A WHITE COAT,9/27/2015,Not Found
525952608,COMPOUND FRACTURES,9/8/2013,Not Found
670021555,MISS JULIA RENEWS HER VOWS,4/25/2010,Not Found
307266516,JERUSALEM,11/13/2011,Not Found
385515693,IRON CURTAIN,11/25/2012,Not Found
61730327,THE BOY WHO HARNESSED THE WIND,10/25/2009,Not Found
1594630666,WHY OUR HEALTH MATTERS,9/27/2009,4/10/2016
385531540,RULES OF BETRAYAL,8/1/2010,Not Found
1451663471,HARD MEASURES,5/20/2012,Not Found
62092812,TIGER SHRIMP TANGO,2/16/2014,Not Found
61782424,MUHAMMAD,10/10/2010,Not Found
670022179,THE LAKE OF DREAMS,1/30/2011,Not Found
345505085,FAULT LINE,3/29/2009,Not Found
1439195978,CALLED TO COACH,9/19/2010,Not Found
393080641,THE CONQUERING TIDE,10/11/2015,Not Found
1451625871,ONE DAY IT&#39;LL ALL MAKE SENSE,10/2/2011,4/10/2016
1414319673,IMPLOSION,7/8/2012,Not Found
1455512877,TOP OF THE MORNING,5/12/2013,Not Found
312622899,AN AMERICAN SPY,4/1/2012,Not Found
1439101078,THAT PERFECT SOMEONE,7/4/2010,Not Found
1770411216,CLOCKWORK ANGELS,9/23/2012,Not Found
1595230637,RUSH LIMBAUGH (AN ARMY OF ONE),6/13/2010,Not Found
62309528,I MUST SAY,11/23/2014,Not Found
316261130,WINTER STROLL,11/1/2015,Not Found
393078116,BLOODMONEY,6/19/2011,Not Found
525953191,THE GENIUS OF DOGS,2/24/2013,Not Found
1476781222,GENTLEMAN JOLE AND THE RED QUEEN,2/21/2016,Not Found
62080601,ERASING DEATH,3/17/2013,Not Found
345511565,DARTH BANE,12/27/2009,Not Found
345530594,STAR WARS: X-WING: MERCY KILL,8/26/2012,Not Found
1476746826,AGENDA 21: INTO THE SHADOWS,1/25/2015,Not Found
393071952,NAKED STATISTICS,2/17/2013,Not Found
446505293,THE GOOD NURSE,5/5/2013,4/10/2016
1451686579,CONTAGIOUS,4/14/2013,4/10/2016
044654146X,START-UP NATION,12/27/2009,Not Found
